# 1.16.2 RVA	1.17 RVA	constant	votes
# Generated by scripts/map-data-rvas-1162-to-1170.py --refresh.
# GENERATED WHOLESALE -- DO NOT HAND-EDIT A ROW INTO THIS FILE. --refresh rewrites every
# line below from the two images. A row it cannot reproduce now STOPS the write and is
# named, instead of being deleted at exit 0 with nothing to read afterwards but an address
# that looks like it was never mapped. A row it does not WANT is only dropped when
# scripts/rva_symbols.py can PROVE nothing in crates/ declares the address; otherwise it is
# carried forward under the PRESERVED banner at the foot of the file. Hand knowledge
# belongs in SHAPE_RESCUED /
# REFSITE_RESCUED inside that script, where the corroboration is re-derived from both
# images on every refresh; a hand-derived pair for a FUNCTION belongs in
# rva-map-1162-to-1170.verified.tsv, the curated ledger.
# Data has no content to compare, so each row is carried by the CODE that references it:
# every rip-relative reference in 1.16.2 .text is mapped onto its 1.17 function and the
# same instruction re-read there. `votes` is agreeing references / total. A row with
# fewer than two agreeing references, or without a clear majority, is listed at the
# bottom as UNUSED rather than promoted -- a missing address costs a feature, a confident
# wrong one cost a boot (0x3d6e278, the first 2.7.0.0 cs_system_step).
# A `rtti` suffix means a VTABLE carried itself: the same mangled class name sits at the
# source in 1.16.2 and the destination in 1.17 and at neither crossed position. A name
# that occurs once per image beats any number of agreeing displacements.
# A `shape` suffix means the address is bracketed by anchors that all moved by the same
# delta AND its one referencing instruction shape reaches the candidate exactly as often
# in 1.17 as it reached the source in 1.16.2 -- the fallback for a global referenced only
# from trampoline rubble, where there is no mappable function to vote with.
# A `unique`, `fnptr` or `bracket` suffix means one unopposed reference was promoted by a
# SECOND line of evidence that does not come from that reference: a string occurring exactly
# once per image, a table of code pointers that carry through the function map, or the
# nearest independently-carried anchor on each side having moved by the same delta. All
# three are recomputed from the two images on every refresh -- see REFSITE_RESCUED.
# A `<file>:<line>` in the constant column is an address written as a BARE HEX LITERAL at
# its use site, with no constant name anywhere -- admitted because the workspace hands it
# to the address resolver, never because of how it is spelled or how large it is. Before
# 2026-08-31 the harvest read only `const *RVA*: usize = 0x..`, so four such addresses were
# in neither the body nor the UNUSED list: not verified and not reported unverified, which
# reads afterwards exactly like an address nobody had gotten to yet.
0x2b12b48	0x2b15bc8	SYSTEM_QUIT_RETURN_TITLE_ACTION_VTABLE_RVA	1/1 rtti
0x2b229f8	0x2b25a78	PROFILE_LOAD_DIALOG_VTABLE_RVA	2/2
0x2b26468	0x2b294e8	TITLE_TOP_DIALOG_VTABLE_RVA	2/2
0x2b264f0	0x2b29570	TITLE_STATE_DESC_TEXTFADEOUT_RVA	3/3
0x2b26500	0x2b29580	TITLE_PRESS_START_NAME_RVA	1/1 unique+bracket
0x2b265d0	0x2b29650	MEMBERFUNCJOB_VTABLE_RVA	1/1 rtti
0x2b27330	0x2b2a3b0	POLICY_TOS_TITLE_TEXT_PATH_RVA	1/1 unique+bracket
0x2b27788	0x2b2a808	POLICY_TOS_SELECTOR_VTABLE_RVA	2/2
0x2b28100	0x2b2b180	POLICY_TOS_TITLE_VTABLE_RVA	2/2
0x2b62c70	0x2b65d20	DEFAULT_MAP_STRING_RVA	1/1 unique
0x2b63bb0	0x2b66c60	TITLE_OWNER_VTABLE_RVA	2/2
0x2b80128	0x2b831d8	TITLE_CUSTOM_COVER_PROFILE_RENDERER_VTABLE_RVA	2/2
0x2b80278	0x2b83328	PROFILE_GX_GPU_WRAPPER_VTABLE_RVA	2/2
0x2ba4c80	0x2ba7d70	SCALEFORM_MEMORY_FILE_VTABLE_RVA	3/3
0x2bfe088	0x2c011e8	MOVIE_VTABLE_RVA	2/2
0x2f05a60	0x2f08bc0	GX_RES_CHAIN_HOLDER_A_VTABLE_RVA	3/3
0x30a3ef0	0x30a7030	GX_RES_CHAIN_HOLDER_B_VTABLE_RVA	3/3
0x3b37c98	0x3b3bca8	MENU_PUMP_KICK_PTR_RVA	1/1 bracket
0x3b39470	0x3b3d480	PROFILE_ANIM_NULL_HANDLE_RVA	4/4
0x3b39848	0x3b3d858	PROFILE_OFFSCREEN_SIZE_TABLE_RVA	1/1 bracket
0x3b48ff0	0x3b4d050	STEAM_INTERFACE_GUARD_RVA	1/1 bracket
0x3d5b078	0x3d5f0d8	crates/er-quickload/src/experiments/trace/menu_trace_hooks.rs:1245	12/12
0x3d5b088	0x3d5f0e8	crates/er-quickload/src/experiments/trace/menu_trace_hooks.rs:1248	0/0 bracket+shape
0x3d5b0f8	0x3d5f158	CSFILE_SINGLETON_RVA	1246/1249
0x3d5dea8	0x3d61f08	TITLE_MENU_TRANSITION_SINGLETON_RVA	82/82
0x3d5df38	0x3d61f98	GAME_DATA_MAN_GLOBAL_RVA	642/643
0x3d60ec8	0x3d64f28	NOW_LOADING_SINGLETON_RVA	16/16
0x3d61dc0	0x3d65e20	NAV_COST_TABLE_RVA	1/1 bracket
0x3d65f88	0x3d69ff8	WORLD_CHR_MAN_GLOBAL_RVA	2325/2330
0x3d675c0	0x3d6b630	GLOBAL_CS_DIST_VIEW_MANAGER_RVA	33/33
0x3d67a50	0x3d6bac0	GLOBAL_MAP_ITEM_MAN_RVA	131/131
0x3d67bd0	0x3d6bc40	SESSION_SINGLETON_B_RVA	72/72
0x3d68078	0x3d6c0e8	SAVE_DATA_SUBSYSTEM_GATE_RVA	11/11
0x3d687a0	0x3d6c810	SESSION_SINGLETON_A_RVA	54/54
0x3d691d8	0x3d6d248	FIELD_AREA_PTR_RVA	242/242
0x3d69890	0x3d6d900	GLOBAL_CSGAITEM_RVA	207/207
0x3d69918	0x3d6d988	GAME_MAN_SINGLETON_RVA	142/143
0x3d69920	0x3d6d990	SAVE_SERIALIZE_BYTES_RVA	1/1 shape
0x3d69ba8	0x3d6dc18	WORLD_SINGLETON_B_RVA	389/394
0x3d6b7b0	0x3d6f820	CS_MENU_MAN_GLOBAL_RVA	846/847
0x3d6b880	0x3d6f8f0	CSFEMAN_SINGLETON_RVA	125/125
0x3d6c5e8	0x3d70658	RETURN_TITLE_FINAL_FUNCTOR_GLOBAL_FLAG_RVA	1/1 shape
0x3d6d8d0	0x3d71940	TITLE_CUSTOM_COVER_PROFILE_RENDERER_TABLE_RVA	3/3
0x3d6d8d0	0x3d71940	PROFILE_MODEL_REND_TABLE_RVA	3/3
0x3d6ea58	0x3d72ac8	GLOBAL_CSREMO_RVA	147/147
0x3d70847	0x3d748b8	MOVEMAPSTEP_GLOBAL_DISABLE_RVA	6/6
0x3d71580	0x3d755f0	INNER_TITLE_STATE_TABLE_RVA	3/3
0x3d715e0	0x3d75650	TITLE_STEP_IDX6_SLOT_RVA	1/1 bracket
0x3d71620	0x3d75690	TITLE_STEP_IDX10_SLOT_RVA	1/1 bracket
0x3d71c48	0x3d75cb8	CSGRAPHICS_SINGLETON_RVA	137/137
0x3d73e58	0x3d77ec8	GLOBAL_TEX_REPOSITORY_RVA	155/155
0x3d73fb8	0x3d78028	GLOBAL_TPF_REPOSITORY_RVA	40/40
0x3d74868	0x3d788d8	FAKE_LOADING_SCREEN_SINGLETON_RVA	10/10
0x3d74ae8	0x3d78b58	HK_AI_MANAGER_GLOBAL_RVA	181/183
0x3d75870	0x3d798e8	WORLD_NVM_MANAGER_GLOBAL_RVA	323/327
0x3d75f28	0x3d79f98	CS_CLOTH_GLOBAL_RVA	73/73
0x3d7a4d0	0x3d7e540	SESSION_MANAGER_GLOBAL_RVA	1415/1417
0x3d7b0c0	0x3d7f130	RENDMAN_SINGLETON_RVA	622/657
0x3d7c088	0x3d800f8	STREAMING_DRIVER_SINGLETON_RVA	35/35
0x3d7d4f8	0x3d81568	MSG_REPOSITORY_GLOBAL_RVA	208/208
0x3d81ee8	0x3d85f58	SOLO_PARAM_REPOSITORY_GLOBAL_RVA	333/333
0x3d83148	0x3d871b8	CSSCALEFORM_SINGLETON_RVA	97/97
0x3d839b8	0x3d87a28	GLOBAL_CSSFX_RVA	341/343
0x3d8567c	0x3d896fc	GAME_FRAME_COUNTER_RVA	4/4
0x3d85680	0x3d89700	CS_SYSTEM_STEP_GLOBAL_RVA	9/9
0x3d856a0	0x3d89720	TITLE_ACCEPT_LATCH_RVA	24/24
0x3d86bd8	0x3d8ac58	CSDLC_SINGLETON_RVA	95/97
0x3d86c58	0x3d8acd8	GLOBAL_CS_REGULATION_MANAGER_RVA	33/33
0x3d872e0	0x3d8b360	GLOBAL_MAIN_HEAP_ALLOCATOR_RVA	1506/1511
0x3d87350	0x3d8b3d0	GLOBAL_MENU_HEAP_ALLOCATOR_RVA	372/372
0x3d87358	0x3d8b3d8	SLLOADCONTENT_SRC_RVA	235/235
0x3d87360	0x3d8b3e0	SELECTBOT_REGISTRY_GLOBAL_RVA	464/466
0x4588e98	0x458cf18	SESSION_SINGLETON_144588E98_RVA	32/32
0x4589390	0x458d410	SL_IODEV_GLOBAL_RVA	4/4
0x4589390	0x458d410	IO_DEVICE_SINGLETON_RVA	4/4
0x45896a8	0x458d728	CS_DELAY_DELETE_MAN_GLOBAL_RVA	68/68
0x4589ad8	0x458db58	CS_FLIPPER_SINGLETON_RVA	104/104
0x4589bdc	0x458dc5c	TITLE_GLOBAL_ACCEPT_BYTE_RVA	1/1 shape
0x458b890	0x458f910	MOVIE_SINGLETON_RVA	108/108
0x458b8a5	0x458f925	MOVIE_SKIP_FLAG_RVA	3/3
0x4593250	0x45972d0	SCALEFORM_MEMORY_GLOBAL_RVA	3389/3389
0x47ef360	0x47f33e0	GX_DRAW_CONTEXT_RVA	1178/1179
0x47ef360	0x47f33e0	GX_DRAW_CONTEXT_SINGLETON_RVA	1178/1179
0x4843038	0x48470b8	IO_WORKER_REGISTRY_RVA	7/7
0x48464a8	0x484a528	DL_FILE_DEVICE_MANAGER_SINGLETON_RVA	6/6
0x4852f88	0x4857098	SLSYSTEMIMPL_PTR_RVA	10/10
0x4852f88	0x4857098	FD4_IO_WORKER_MANAGER_RVA	10/10
0x4852f88	0x4857098	FD4_IO_WORKER_MGR_RVA	10/10
0x4853048	0x4857158	FD4_IO_POOL_RVA	5/5
0x485cbec	0x4860cfc	crates/er-quickload/src/experiments/trace/menu_trace_hooks.rs:1238	11/11
0x485d0e8	0x48611f8	crates/er-quickload/src/experiments/trace/menu_trace_hooks.rs:1242	40/40
0x485dc18	0x4861d28	DLUID_SINGLETON_RVA	84/84
0x485dc20	0x4861d30	FD4_PAD_MANAGER_RVA	152/153
#
# UNUSED -- not enough agreement to be worth trusting:
# GAME_TEXT_RVA_LIMIT	0x4000000	no usable reference
# SW_BP_RVA_LIMIT	0x5000000	no usable reference
